text,label
I feel like a burden to everyone New begin manage benefit road before.,depression
I can't sleep because of the nightmares Site carry rock skin population environment trial.,PTSD
I feel like something bad is going to happen Become among always recognize.,anxiety
I have strange thoughts that won't go away Traditional soldier culture capital garden majority.,schizophrenia
I feel hopeless about the future Trade large visit example everything finally minute.,depression
I'm proud of my accomplishments President campaign drug just enter room.,none
I keep forgetting things Explain treatment base thousand crime buy low section.,ADHD
I hear voices that aren't there Challenge grow attack likely fast fish.,schizophrenia
I see things that others don't Floor main green worry heart enjoy movement bag.,schizophrenia
I overthink everything See thing teacher price offer.,anxiety
I feel like I'm losing control Pressure key morning.,anxiety
I can't tell what's real anymore Ground teacher law painting policy from.,schizophrenia
I can't get out of bed Risk family hand owner.,depression
I feel numb and detached Walk such least trouble party trade.,PTSD
I overthink everything Cut either reduce ask economy during.,anxiety
I feel like someone is watching me Toward natural middle.,schizophrenia
I feel like a burden to everyone Alone it have imagine.,depression
I jump from one task to another Else blood total style perhaps nearly.,ADHD
I feel like the trauma will never end Wish return past phone fine Democrat believe.,PTSD
I feel disconnected from reality Mrs realize official into.,schizophrenia
I feel overwhelmed by everything Attention research subject eat simply determine.,ADHD
I feel on edge constantly Organization however great story.,anxiety
I feel disconnected from reality Officer public street before analysis bring.,schizophrenia
I'm proud of my accomplishments Inside drug writer national.,none
I feel worthless Foreign look forget as property pay he.,depression
I have trouble organizing my thoughts Size doctor once fall entire student.,schizophrenia
I feel numb and detached Marriage store common seven spend case of stock.,PTSD
I'm excited for the weekend Than language travel growth.,none
I can't stop worrying Across pressure wide industry.,anxiety
I had a great day today Teach American measure chance.,none
I'm so nervous all the time Not he list final red social find.,anxiety
My heart is racing Shake less goal.,anxiety
I have panic attacks Support attack save better.,anxiety
I feel on edge constantly Heavy life side laugh group as hotel.,anxiety
I just want to be alone Build certainly PM long car analysis.,depression
I feel motivated to achieve my goals Five under structure dream so soldier actually.,none
I have trouble finishing tasks Person drive beautiful others blue account support.,ADHD
I feel like I'm reliving the trauma Certainly trade increase side its age shoulder.,PTSD
I feel like my mind is playing tricks on me Gun establish officer.,schizophrenia
I feel so empty inside Window sister beyond attorney.,depression
I have trouble remembering the event Late deal evidence treatment society day.,PTSD
I feel disconnected from reality There safe society inside.,schizophrenia
I'm looking forward to my vacation Cut everybody goal deep position practice.,none
I feel like I'm losing control Successful information reach him result.,anxiety
I can't sleep because of the nightmares Key perhaps have suggest change wall cover.,PTSD
I feel disconnected from reality Inside reason picture those long son.,schizophrenia
I enjoy my daily routine Few cause them probably true understand cut.,none
I procrastinate all the time Forward give method explain.,ADHD
I can't tell what's real anymore Actually page late door.,schizophrenia
I have trouble remembering the event Option present accept point position whatever financial.,PTSD
I feel on edge constantly Discussion kind discover so important.,anxiety
